product_id,review_text,manual_annotation,review_date,review_rating,product_title,vader_sentiment,roberta_sentiment,textblob_sentiment
1010793,"got it for Rs 750 on sale but still not worth it,No stayingpower.",negative,6/19/2021 1:22,2,Kay Beauty Matte Drama Long Stay Lipstick,negative,negative,negative
1010793,Lipstick does not stick to lips so much buttery. It’s like it leaves residues while applying.,negative,4/26/2022 13:46,1,Kay Beauty Matte Drama Long Stay Lipstick,positive,negative,positive
1010793,Truly disappointed with the purchase...I had read all the reviews and watched the promo videos n even checked the shade out in the nykaa store. But nothing prepared me for this.... The product dries my lips n they are all cracked up... The shade is sooo pedestrian and the quantity is so less I have no idea why I paid 999,negative,3/21/2021 1:13,1,Kay Beauty Matte Drama Long Stay Lipstick,negative,negative,negative
1010793,Well I bought this one after reading alot of reviews but from my point of view it's not Matt and it is not kiss proof.the texture is very creamy and don't buy if you have pigmented lips..bcz it's not going to cover,negative,11/16/2021 17:40,2,Kay Beauty Matte Drama Long Stay Lipstick,negative,negative,positive
1010793,Not worth the price,negative,6/3/2022 13:05,1,Kay Beauty Matte Drama Long Stay Lipstick,negative,negative,negative
1010793,"Got the shade thriller , it’s a perfect nude shade for people belongs to NC 41-44 , but it’s not worthy of money, comparing to its texture and longevity. It transfers a lot. Not long lasting at all",negative,11/23/2020 13:48,3,Kay Beauty Matte Drama Long Stay Lipstick,negative,negative,positive
1010793,Colour is very light compair to pic....and guality is not good according to price..it is transferable ..very bed product,negative,5/22/2021 10:43,2,Kay Beauty Matte Drama Long Stay Lipstick,negative,negative,positive
1010793,"Not at all matte finish,it's easily washed off, transferable.It doesn't feel good on lips.the texture is bad . snapshot",negative,5/16/2022 22:02,1,Kay Beauty Matte Drama Long Stay Lipstick,negative,negative,positive
1010793,"Not stay longer hardly 5, minutes",negative,3/5/2022 20:21,1,Kay Beauty Matte Drama Long Stay Lipstick,neutral,neutral,negative
1010793,"Kay muse lipstick Is not good for dusky skin tone, believe me girls, it's just a waste of money . Go for other colour, it's suits on fair skin tones.",negative,1/11/2021 8:51,1,Kay Beauty Matte Drama Long Stay Lipstick,negative,negative,positive
1010793,Color is very very light pink..and is not at all transfer proof ..don't buy it,negative,7/29/2022 8:36,1,Kay Beauty Matte Drama Long Stay Lipstick,neutral,negative,positive
1010793,"Just a pastel crayon, don’t believe then please buy and regret.total waste of money better go for Nykaa matte which is way better instead of simply paying the owner which is worse than waste",negative,2/16/2021 19:26,1,Kay Beauty Matte Drama Long Stay Lipstick,negative,negative,positive
1010793,Zero staying power. Leaves traces on everything and fades within no time. Not worth price or hype.,negative,11/19/2021 19:41,1,Kay Beauty Matte Drama Long Stay Lipstick,negative,negative,negative
1010793,It’s not exactly what I thought … I wanted a nude brown colour and this one is quite loud for my skin tone . My lips look like I’ve mixed a brown lipstick with a foundation and applied on my lips . The texture is creamy and doesn’t stay for long .,negative,5/30/2022 13:46,2,Kay Beauty Matte Drama Long Stay Lipstick,positive,neutral,negative
