product_id,review_text,review_date,review_rating,product_title,Dominant_Topic_Label,vader_sentiment,roberta_sentiment,textblob_sentiment
950973,I loved it perfect for dusky skin,2021-07-22 15:11:00,5.0,Nykaa Matte to Last! Mini Metallic Liquid Lipstick and Eyeshadow,Shade,positive,positive,positive
422905,Blueberry lipbalm has a milk fragrance but works well,2020-06-06 03:00:00,5.0,Nykaa Serial Kisser Lip Balm - Raspberry,Product Quality,positive,positive,neutral
422905,I liked it. Moisturize lips but i dont like its smell initially. Now i am habitual with its smell. Its in stick form so that i liked it most. Nice purchase,2020-08-10 21:05:00,5.0,Nykaa Serial Kisser Lip Balm - Raspberry,Product Quality,positive,positive,positive
422905,Very light to apply..n very nourishing..,2020-12-02 18:04:00,5.0,Nykaa Serial Kisser Lip Balm - Raspberry,Product Quality,neutral,positive,positive
422905,I love this lip balm.It moisturizes my lips well and also smells really good.,2020-08-07 14:53:00,5.0,Nykaa Serial Kisser Lip Balm - Raspberry,Product Quality,positive,positive,positive
422905,"Wowww!! Amazing smell and also keeps your lips look fresh all day. And and and, easy to apply ofcourse and affordable too. I AM GONNA REPURCHASE SOON",2020-07-26 22:57:00,5.0,Nykaa Serial Kisser Lip Balm - Raspberry,Product Quality,positive,positive,positive
422905,It's a low budget lip balm but totally worth the try. Awesome...not sticky and stays on the lips hydrating them for a long time :),2020-07-26 09:47:00,5.0,Nykaa Serial Kisser Lip Balm - Raspberry,Product Quality,positive,positive,positive
422905,"Amazing odour, keeps lips moisturizing. Good one and cost effective.... don't go for peach",2020-07-23 11:43:00,5.0,Nykaa Serial Kisser Lip Balm - Raspberry,Product Quality,positive,positive,positive
422905,Moisturising lip balm good for dry lips,2020-07-22 10:47:00,5.0,Nykaa Serial Kisser Lip Balm - Raspberry,Product Quality,positive,positive,positive
422905,"Very nice and hydrating , great one",2020-07-20 22:04:00,5.0,Nykaa Serial Kisser Lip Balm - Raspberry,Product Quality,positive,positive,positive
422905,"This product moisturises lips really well, also has a great scent. Best lip balm I’ve used so far.",2020-07-17 13:40:00,5.0,Nykaa Serial Kisser Lip Balm - Raspberry,Product Quality,positive,positive,positive
422905,This lipbalm is like a blessing for dry chapped lips. You can apply this at night as lip sleeping mask and the next morning you will have soft and smooth lips. I bought the Raspberry variant and its yum. In this price this is the best formula that I have tried till now. For all the dry chapped lips girls you should go for it.,2020-07-11 21:50:00,5.0,Nykaa Serial Kisser Lip Balm - Raspberry,Product Quality,positive,positive,positive
422905,Gives your skin shine and makes lips softer,2020-07-03 17:59:00,5.0,Nykaa Serial Kisser Lip Balm - Raspberry,Product Quality,neutral,positive,neutral
422905,This is my third buy ? same promogranate and literally love it.. guys give it a try handy and helps u to nourish ur chapped and dry lips ?,2020-07-30 15:25:00,5.0,Nykaa Serial Kisser Lip Balm - Raspberry,Product Quality,positive,positive,positive
422905,Moisturizes really well and smell is very good,2020-12-03 01:38:00,5.0,Nykaa Serial Kisser Lip Balm - Raspberry,Product Quality,positive,positive,positive
422905,I just love the balm it's so much Hrydarate for my lips??,2020-12-04 15:20:00,5.0,Nykaa Serial Kisser Lip Balm - Raspberry,Product Quality,positive,positive,positive
422905,it is nice fruity lip balm with no tint,2020-12-04 16:48:00,5.0,Nykaa Serial Kisser Lip Balm - Raspberry,Product Quality,positive,positive,positive
